
85,Associate DevOps Engineer,SAP India Pvt.Ltd,2,4,NA,NA,"IT Skills,Java,J2EE,Python,Cloud,DevOps,SAP,Unix","1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
86,CW Site Reliability DevOps Engineer,Varite,4,8,NA,NA,"IT Skills,Java,Cloud,AWS,Java EE,Root cause analysis,Automation,devops","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
87,DevOps Engineer,Syncron International AB,3,8,NA,NA,"IT Skills,Python,Software Development,Cloud,DevOps,Jenkins,AWS,Azure","1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0"
88,DevOps Engineer(Magento Background) in Bangalore and Ahmedabad,Sigma Infosolutions Ltd,3,8,NA,NA,"IT Skills,Cloud,DevOps,Jenkins,Jenkins,Cd,Docker,ISO 9001","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
89,Devops Engineer,Morgan Stanley Advantage Services Pvt. Ltd.,3,7,NA,NA,"Unix,Automation,Coding,Fixed income,Agile,Scrum,Investment banking,SDLC","1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
90,DevOps Engineer,Novell India Pvt. Ltd.,2,7,NA,NA,"IT Skills,Python,Cloud,DevOps,NoSQL,Linux,Networking,VPN","1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0"
91,Devops Engineer,Rubrik,2,3,NA,NA,"IT Skills,Python,Testing,Machine Learning,Cloud,DevOps,Big Data,AWS","1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1"
92,Devops Engineer,Anlage Infotech (I) Pvt. Ltd.,5,10,NA,NA,"Devops,AWS,Kubernetes,S3,Scalability,Continuous Delivery,Chef,Kafka","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0"
93,DevOps Engineer,Mainspring Healthcare Solutions an Accruent Company,1,5,NA,NA,"Automation,Linux,Coding,MIS,MySQL,Performance testing,Agile,Windows","1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0"
94,Senior Devops Engineer,Block Shrinkhala Technologies LLP,6,9,NA,NA,"IT Skills,DevOps,AWS,Azure,Linux,Microsoft Azure,Deployment,AWS","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0"
95,Software Engineering Lead - Devops,Optum Global Solutions (India) Private Limited,4,7,NA,NA,"Jenkins,DIV,Java,Software Development,Docker,Design Patterns,Web Technologies,Spring Boot","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
96,DevOps Senior Manager,Dell International Services IndiaPrivate Limited,5,6,NA,NA,"IT Skills,Java,J2EE,Software Development,DevOps,AWS,Azure,Java","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
97,Software Engineer - DevOps,Esper,2,4,NA,NA,"IT Skills,Python,Cloud,DevOps,AWS,Computer science,Linux,Networking","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
98,SAP Cloud DevOps Engineer - SAP Basis/SAP HANA/SUSE Linux,SAP India Pvt.Ltd,2,7,NA,NA,"IT Skills,Cloud,DevOps,SAP,Azure,Unix,Change management,ERP","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0"
99,DevOps / CloudOps Engineer - R&D,Cohesity,7,13,NA,NA,"IT Skills,Java,Cloud,AWS,Azure,Computer science,Networking,Data management","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0"
100,Staff Software Engineer - Devops,Pulse Secure LLC,2,5,NA,NA,"IT Skills,Java,Python,Cloud,Automation Testing,Jenkins,AWS,Azure","1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0"
101,Staff Software Engineer - Devops,Pulse Secure LLC,2,5,NA,NA,"IT Skills,Java,Python,Cloud,Automation Testing,Jenkins,AWS,Azure","1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0"
102,Lead Engineer -DevOps,PerfectVIPs Inc.,4,6,NA,NA,"Automation,Linux system administration,GIT,devops,Shell scripting,jenkins,AWS,Python","1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0"
103,DevOps Engineer | Client of Ruboid | Chennai,RUBOID TECHNOVISION PRIVATE LIMITED,3,6,NA,NA,"IT Skills,DevOps,Jenkins,Jenkins,Maven,Dockers,Ant,Linux shell scripting","0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
104,Devops Engineer,Cloudcover Consultancy Private Limited,3,8,NA,NA,"Cloud,Devops,Scripting,IT Skills,Cloud,DevOps,AWS,Azure","0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0"
105,Sr . DevOps Engineer,Atom Technologies Ltd,2,5,NA,NA,"Computer science,Product engineering,GIT,Linux,Networking,Perl,Open source,Ruby","1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0"
106,Senior DevOps Engineer,Cyrus XP Health Information Technology Pvt Ltd,8,13,NA,NA,"Apache,Jenkins,GIT,IT Skills,Testing,Jenkins,Linux Administration,Nginx","0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
107,"Senior DevOps Engineer - Java/Golang,+ Ansible, CI/CD",FireEye CyberSecurity Pvt Ltd,3,8,NA,NA,"IT Skills,Java,Software Development,Testing,Cloud,DevOps,AWS,Azure","0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0"
108,Sr. Devops Engineer- Mumbai (need Immediate Joiners),DIGIFOCAL IT SOLUTIONS PRIVATE LIMITED,3,6,5.0,6.0,"Terraform,Devops,IT Skills,DevOps,Project Development","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
109,Sr DevOps Engineer,HERE,4,8,NA,NA,"IT Skills,Java,Python,DevOps,Jenkins,AWS,Linux,JBoss","1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0"
110,DevOps Engineer,Hitachi Consulting Software Services India Limited,3,7,NA,NA,"IT Skills,DevOps,Javascript,AWS,Azure,GIT,Networking,devops","0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0"
111,Senior Engineer (Development & DevOps),Market Access Transformation,6,11,NA,NA,"Automation,Testing tools,Postgresql,Web development,Javascript,Healthcare,Selenium,Release management","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0"
112,Senior Cloud Engineer (Devops),Fractal.ai,3,7,NA,NA,"Unix,Automation,Networking,Linux,ISO,PAAS,Shell scripting,HIPAA","0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0"
113,Sr DevOps Tools Engineer,Ameriprise Financial,5,8,NA,NA,"Computer science,Automation,Data analysis,MIS,Incident management,Asset management,microsoft,JIRA","1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0"
114,Devops Engineer-L2 / Senior DevOps Engineer -L3,Umbrella Infocare Pvt Ltd.,4,9,6.0,16.0,"IT Skills,Java,Python,PHP,Cloud,Jenkins,AWS,Nginx","1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1"
115,Devops Engineer,Tanla Solutions Limited,3,6,NA,NA,"Docker,Azure Devops,Kubernetes,IT Skills,Cloud,DevOps,Azure,Azure","0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
116,Jr. Devops Engineer,SureIT Solutions India Pvt. Ltd.,2,4,3.0,7.0,"IT Skills,Testing,Artificial Intelligence,DevOps,Big Data,Jenkins,AWS,Jenkins","0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0"
117,Devops/automation Engineer,Launch IT Consulting India Pvt. Ltd,7,12,NA,NA,"IT Skills,Data Science,Cloud,DevOps,Jenkins,AWS,Azure,Azure","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1"
118,Devops Engineer,Aptude Software Solutions India Pvt. Ltd.,6,11,NA,NA,"IT Skills,Python,Cloud,DevOps,Jenkins,AWS,Jenkins,kubernetes","1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0"
119,DevOps Engineer,Flixmind Infotech,2,5,NA,NA,"IT Skills,Java,J2EE,DevOps,AWS,.Net,ASP.Net,Tomcat","0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0"
120,DevOps Engineer For top MNC,LRR Solutions (Hyderabad) Pvt. Ltd.,6,10,18.0,22.5,"IT Skills,Python,Cloud,DevOps,Jenkins,Azure,artifactory,CD","1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1"
121,Devops System Engineer,PrimeSoft IP Solutions Pvt Ltd,4,8,NA,NA,"IT Skills,Azure,AppInsights,PowerShell,Azure,C# / .Net,Splunk,SQL","0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0"
122,Azure Devops Engineer,Laxmi Infotech,0,5,2.5,6.0,"IT Skills,Jenkins,Azure,Jenkins,Container,Docker,Github,CI","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
123,DevOps Engineer,Hike Ltd,4,8,NA,NA,"IT Skills,Python,Cloud,DevOps,Jenkins,TCP,Automation,Linux","1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0"
124,DevOps Engineer,Larsen & Toubro Infotech Limited,4,7,NA,NA,"IT Skills,DevOps,Azure,SQL queries,Automation,GIT,Networking,SQL database","0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0"
125,Devops Engineer,NEEMTREE INTERNET PVT LTD,4,6,NA,NA,"Computer science,Automation,GIT,nginx,Configuration management,Postgresql,MongoDB,Open source","1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0"
126,Immediate Opening For DevOps Engineer,TechFerry Infotech Pvt Ltd,4,9,5.0,10.0,"Must have strong AWS skills,IT Skills,Java,PHP,DBA,AWS,Min 4 years of experience in handing big data minimum 200 GB per day with Autoscaling.,Must hava good exposure on Linux & AWS windows","0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0"
127,Lead Devops Engineer,HERE Technologies,0,0,22.5,35.0,"IT Skills,Java,Python,Software Development,Cloud,DevOps,DBA,AWS","1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0"
128,Devops Engineer,DBOI Global Services Pvt. Ltd.,13,18,NA,NA,"Process automation,PAAS,Agile,Data structures,splunk,Scrum,German,Open source","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
129,Cybage Software is hiring DevOps Engineers For Pune location!,Cybage Software Pvt. Ltd,2,7,NA,NA,"IT Skills,Python,Cloud,DevOps,Jenkins,AWS,kubernate,Jenkins","1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0"
130,Hiring- DevOps Engineer,Gateway Group,4,8,NA,NA,"kubernetes,Shell,GCP,IT Skills,DevOps,Jenkins,Jenkins,Maven","0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
131,Devops Engineer,Gateway Group,4,9,NA,NA,"IT Skills,Software Development,Cloud,DevOps,Project Management,AWS,BPO,project management","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
132,"Devops Engineer-Kubernetes, AWS-5-7 Yrs- Immediate Joiner-Pune",Invimatic Solutions LLP,5,8,NA,NA,"Jenkins,Devops,Kubernetes,IT Skills,DevOps,Jenkins,AWS,Bigtable","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0"
133,DevOps Engineer,TeamPlus Staffing Solution Pvt Ltd,3,8,NA,NA,"Automation,Payroll,GIT,Analytical,devops,Automation tools,Cloud,Deployment","0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1"
134,DevOps Engineer,NUANCE INDIA PVT LTD,2,5,NA,NA,"Azure,Elasticsearch,GO,SIPREC,Perl,SIP,OO Perl,Azure SQL","1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0"
135,Exciting Opportunity | Devops Engineer | Pune,Peoplefy Infosolutions Pvt. Ltd.,5,9,NA,NA,"CFT,IIB,IBM MQ,Devops","0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
136,"DevOps and Site Reliability Engineer, IT",ExecBoardinAsia,5,10,NA,NA,"Product management,QA,System architecture,devops,Infrastructure,Customer support,software quality,Operations","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
137,Software Engineer - III (DevOps),Helpshift,5,7,NA,NA,"IT Skills,Python,Cloud,Big Data,Jenkins,AWS,Unix,Cloud computing","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0"
138,DevOps Engineer,RABBIT AND TORTOISE TECHNOLOGY SOLUTIONS PVT. LTD.,2,5,2.0,4.5,"IT Skills,Python,Software Development,DevOps,Jenkins,Jenkins,Software Development,Docker","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0"
139,Devops Engineer-AWS,Burgeon IT Services Pvt ltd,4,8,NA,NA,"IT Skills,Java,Python,Cloud,DevOps,Jenkins,AWS,IT services","1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0"
140,Devops Engineer (Cloud),Net Connect Pvt Ltd,5,7,5.0,14.0,"IT Skills,Python,Cloud,DevOps,Httpd,Cd,Container,Docker","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
141,Devops Architect / Devops Manager,Getinz Techno Services,9,14,NA,NA,"Microservices,devops architect,AWS,IT Skills,Java,Python,Cloud,AWS","1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0"
142,Devops Engineer,Bigshyft Hiring for Servify,2,6,8.0,18.0,"Linux,Chef,AWS,Puppet,Python","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
143,Devops Engineer (DM 1785),Oodles Technologies Pvt Ltd,0,1,NA,NA,"IT Skills,Java,Python,Cloud,DevOps,Jenkins,AWS,Azure","1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0"
144,DevOps Engineer | Immediate Hiring | Chennai,Soft Suave Technologies Private Limited,2,6,NA,NA,"IT Skills,DevOps,Project Management,Jenkins,AWS,BPO,project management,Jenkins","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
145,Devops Software Engineer,VISTEON AUTOMOTIVE (INDIA) PRIVATE LIMITED,3,5,NA,NA,"Computer science,Automation,C++,devops,automotive electronics,Agile,Telematics,Windows","1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
146,DevOps Engineer,"Systech Solutions, Inc",2,7,NA,NA,"IT Skills,Python,Cloud,DevOps,AWS,Unix,Windows administration,Linux","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
147,Linux DevOps Engineer,Essig PLM Solutions Private Limited,5,10,5.0,15.0,"IT Skills,Java,Python,Cloud,DevOps,Javascript,AWS,Azure","1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0"
148,Devops Engineer,Expeditors International (India) Pvt. Ltd,5,8,NA,NA,"IT Skills,Java,Python,DevOps,Azure,Maven,Nginx,chef","1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0"
149,Devops / Build Release Engineer @ Chennai - Egmore,OASYS Cybernetics Pvt Ltd.,4,8,3.5,7.0,"IT Skills,Java,Python,Testing,DevOps,Jenkins,Jenkins,Maven","1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0"
150,Cloud/DevOps Engineer,Tivona Global Technologies,3,5,NA,NA,"BPO,troubleshooting,Automation,Linux,Networking,XML,Web development,JSON","1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0"
151,Devops With AWS // 8 YEAR //  Hyderabad// Immediate joiner,Varite India Pvt. Ltd.,8,9,NA,NA,"IT Skills,Testing,Jenkins,Terraform,Devops with AWS,Ansible,Nagios,Devops Aws","0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
152,DevOPs Engineer - Cloud/ Linux Server,Vakilsearch,1,4,NA,NA,"IT Skills,Java,Python,Software Development,Cloud,DevOps,AWS,Azure","1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0"
153,DevOps Engineer,Gravitas,4,6,NA,NA,"BPO,troubleshooting,Computer science,Maven,Automation,Linux,SOA,Technical writing","1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0"
154,Senior DevOps Engineer - Gaming,Benchire,5,10,NA,NA,"IT Skills,Python,Cloud,DevOps,Jenkins, Cepmon, Sensu, Cacti","1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
155,Senior DevOps Engineer- Microservices Architecture/ Docker/ Kubernetes,NLB Services,7,12,NA,NA,"IT Skills,Java,J2EE,Python,Software Development,Cloud,DevOps,AWS","1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0"
156,Senior Devops Engineer,Bion,8,13,NA,NA,"IT Skills,Python,Cloud,Jenkins,Azure,Jenkins,Container,Terraform","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0"
157,Senior - Devops Engineer,Bion,8,10,NA,NA,"IT Skills,Python,Cloud,Jenkins,Azure,Jenkins,Container,Terraform","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0"
158,Senior DevOps Engineer - Docker/Kubernetes,Staffio HR,3,8,NA,NA,"Jenkins,Java,Docker,Nexus,Sonar,Build,Ansible,Devops","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1"
159,Sr. Big Data Devops Engineer,Bigshyft Hiring for Tookitaki,5,8,20.0,32.5,"Jenkins,Ansible,Big Data,Spark,Devops","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0"
160,Senior Devops Engineer,Innovatz Solutions Private Limited,7,10,NA,NA,"IT Skills,Software Development,Jenkins,Sellenium,CICD,Splunk","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
161,Senior Devops Engineer,Bigshyft Hiring for Coffeebeans Consulting,6,10,22.5,30.0,"Jenkins,Ansible,Kafka,AWS,Kubernetes","1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0"
162,Devops Engineer,Collabera Technologies Private Limited,4,9,5.0,15.0,"IT Skills,Java,Python,Java,Rest,GIT,SQL Database,Unix Shell Scripting","1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
163,DevOps Engineer - SQL/CI/CD,Pristyn Care,2,3,NA,NA,"IT Skills,Python,DevOps,Jenkins,AWS,Jenkins,DevOps,Design Patterns","1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
