86,Blockchain Engineer,Boppo Technologies Pvt. Ltd.,5,10,NA,NA,"operational support,development testing,UML,Technical design,Design development,Data structures,Research,Cryptography",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87,Blockchain /block-chain Developer -  US MNC - Top 10 Software Co,Marga Placements,2,7,5,15,"IT Skills,Software Development,work from home,blockchain,block - chain,Hyperledger Fabric",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Inside Sales | PMP | AI | ML | BlockChain | Data Science,www.careerera.com,1,6,3,5,"Data Science,Educational Sales,PMP,Sales,Artificial Intelligence,Business Development,block chain,cloud computing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
89,BlockChain Developer,Quarec Resources Pvt Ltd,2,5,6,7,"blockchain,Github,Javascript,Node.Js",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Blockchain Instructor/Consultant,Umenit,15,17,NA,NA,"Supply chain,Computer science,Administration,Technology management,Manager Quality Assurance,Project management,MIS,Instructor",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Blockchain Analyst,BLOCKNOUS CONSULTANTS PRIVATE LIMITED,2,7,NA,NA,"ERP,Software development methodologies,Interpersonal skills,User interface designing,Business analysis,Project management,Agile,business rules",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
92,Blockchain Developer - Java/ Python,Confidential,4,8,NA,NA,"Application Development,Java,Communication Skills,Problem Solving,Go,Client Presentations,Python",1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Software Developer JavaScript / C++ / Go,Knackroot Technolabs LLP,0,3,1.5,5,"IT Skills,Angularjs,Javascript,C#,Angularjs,C++,C,Data Structures",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Blockchain Developer,MM JAIN AGENCIES,6,11,8,15,"cloud,corda,blockchain,dlt",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Trainer Block Chain,2COMS Consulting Pvt. Ltd.,0,5,0.9,3,"Block Chain,Trainer",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
